,Unnamed: 0,time,input,ticks,velocity,position,time_diff,position_diff,calculated_velocity,noisy_velocity,window_2,window_4,window_6,window_8
31,31,1578.403160043,-1310,0,0.0,0.0,0.010006039000018063,0.0,0.0,0.18522781845089378,0.06252857861397705,0.008955978314186479,-0.006950940441819532,-0.010631457016556108
32,32,1578.413256394,-1320,0,0.0,0.0,0.010096350999901915,0.0,0.0,-0.0013497224737933915,0.09193904798855021,0.023634514943708253,0.012007332102919951,-0.003995388269215498
33,33,1578.423263578,-1330,0,0.0,0.0,0.010007183999960034,0.0,0.0,-0.10577109289559,-0.0535604076846917,0.004484085464642674,-0.011882817018772918,-0.018603307252537574
34,34,1578.43338946,-1340,0,0.0,0.0,0.010125882000011188,0.0,0.0,0.08225449121031891,-0.011758300842635544,0.040090373572957326,0.011836909681593651,0.006065923866531077
35,35,1578.443400343,-1350,0,0.0,0.0,0.0100108829999499,0.0,0.0,-0.12208436499710223,-0.01991493689339166,-0.03673767228904168,-0.0036489219880354398,-0.013890846987427603
36,36,1578.453407475,-1360,0,0.0,0.0,0.010007132000055208,0.0,0.0,0.020886359500475543,-0.050599002748313346,-0.031178651795474445,0.009860581465867099,-0.003772068425883098
37,37,1578.463472108,-1370,0,0.0,0.0,0.010064632999956302,0.0,0.0,-0.19596701238797756,-0.08754032644375101,-0.053727631668571335,-0.05367189034061146,-0.024621773101964332
38,38,1578.473600333,-1380,0,0.0,0.0,0.010128225000016755,0.0,0.0,-0.13281860488984307,-0.16439280863891031,-0.10749590569361184,-0.0755833707432864,-0.03370276606032725
39,39,1578.483727048,-1390,0,0.0,0.0,0.010126715000069453,0.0,0.0,0.019686123586912352,-0.05656624065146536,-0.07205328354760818,-0.05467383466286935,-0.05439547791832493
40,40,1578.493799023,-1400,0,0.0,0.0,0.010071975000073508,0.0,0.0,0.07384665799954104,0.0467663907932267,-0.058813208922841816,-0.056075140197998995,-0.04499593035915812
41,41,1578.503912874,-1410,0,0.0,0.0,0.010113850999914575,0.0,0.0,0.01713682811899705,0.04549174305926905,-0.005537248796098155,-0.032871608011982446,-0.029632440232334745
42,42,1578.514015995,-1420,0,0.0,0.0,0.01010312099992916,0.0,0.0,-0.011564828238824054,0.002785999940086499,0.0247761953666566,-0.03828013930186571,-0.041359855163477614
43,43,1578.524098648,-1430,0,0.0,0.0,0.010082653000154096,0.0,0.0,-0.03011036955892888,-0.020837598898876465,0.012327072080196292,-0.010637365497024265,-0.029863105733705948
